"v","st255","sm100","sm255","cyday"
147144125.57989,19.0991675,0.339166666666667,0.345,-0.4067366430758
147036125.57989,19.12,0.341333333333333,0.345,-0.390731128489274
148720125.57989,19.1241666666667,0.344916666666667,0.345,-0.374606593415912
151375125.57989,19.17,0.34875,0.345,-0.358367949545301
155416125.57989,19.17,0.352666666666667,0.345,-0.342020143325669
157109125.57989,19.17,0.354791666666667,0.345,-0.325568154457157
158018125.57989,19.188750375,0.356,0.345,-0.309016994374948
157722125.57989,19.220001,0.353916666666667,0.345,-0.292371704722737
156543125.57989,19.220001,0.3515,0.345,-0.275637355816999
155528125.57989,19.220001,0.351166666666667,0.345,-0.258819045102521
154462125.57989,19.2283341666667,0.350125,0.345,-0.241921895599668
153603125.57989,19.27,0.349,0.345,-0.224951054343865
151292125.579889,19.320002,0.350666666666667,0.345,-0.156434465040231
151076125.579889,19.320002,0.350416666666667,0.345,-0.139173100960065
149923125.579889,19.320002,0.349166666666667,0.345,-0.121869343405147
149376125.579889,19.320002,0.3475,0.345,-0.104528463267653
149758125.579889,19.33458475,0.346333333333333,0.345,-0.0871557427476582
149813125.579889,19.37,0.344958333333333,0.345,-0.0697564737441256
149441125.579889,19.37,0.344,0.345,-0.0523359562429443
148665125.579889,19.3825,0.343583333333333,0.345,-0.0348994967025016
148611125.579889,19.42,0.3425,0.344291666666667,-0.0174524064372835
148284125.579889,19.42,0.341458333333333,0.344,-1.83697019872103e-16
147849125.579889,19.3970833333333,0.34,0.344,0.0174524064372831
148393125.579889,19.37,0.339041666666667,0.344,0.0348994967025013
148665125.579889,19.37,0.338208333333333,0.344,0.0523359562429439
148252125.579889,19.3491675,0.338166666666667,0.344,0.0697564737441252
148012125.579889,19.320002,0.338083333333333,0.344,0.0871557427476579
147253125.579889,19.3095849166667,0.336458333333333,0.344,0.104528463267653
146711125.579889,19.27,0.335416666666667,0.344,0.121869343405148
146441125.57989,19.2283341666667,0.334208333333333,0.343583333333333,0.139173100960065
146927125.579889,19.1950005,0.3335,0.343,0.156434465040231
147523125.579889,19.1491666666667,0.3325,0.343,0.17364817766693
147280125.579889,19.10541725,0.333,0.343,0.190808995376544
146841125.579889,19.0595849166667,0.3325,0.343,0.207911690817759
150752125.579889,19.0158334166667,0.354291666666667,0.343291666666667,0.224951054343865
148829125.579889,18.970001,0.366416666666667,0.344,0.241921895599667
147740125.579889,18.92,0.368666666666667,0.344,0.258819045102521
147144125.579889,18.87625,0.369791666666667,0.344,0.275637355816999
147545125.579888,18.8408345,0.378583333333333,0.344916666666667,0.292371704722737
